Dpse_gene,Dmel_gene,Type,Share_by_Dsub
LOC4803379,Hen1,Single copy gene,1
LOC4803380,CG8646,Single copy gene,1
LOC4803381,ZnT49B,Single copy gene,1
LOC4803382,CG8778,Single copy gene,1
LOC4803383,CG8785,Single copy gene,1
LOC4803384,Iswi,Single copy gene,1
LOC4803387,prel,Single copy gene,1
LOC4803388,CG13561,Single copy gene,1
LOC4803389,CG5539,Single copy gene,1
LOC4803391,Ssrp,Single copy gene,1
LOC4803392,CG5543,Single copy gene,1
LOC4803394,Nxt1,Single copy gene,1
LOC4803395,GlyT,Single copy gene,1
LOC4803396,Snap29,Single copy gene,1
LOC4803398,eIF6,Single copy gene,1
LOC4803399,ytr,Single copy gene,1
LOC4803400,ND-19,Single copy gene,1
LOC4803401,CG3663,Single copy gene,1
LOC4803402,CG4806,Single copy gene,1
LOC4803403,phtf,Single copy gene,1
LOC4803404,Mccc2,Single copy gene,1
LOC4803406,CG3420,Single copy gene,1
LOC4803407,CG9436,Single copy gene,1
LOC4803412,CG15237,Single copy gene,1
LOC4803413,ubl,Single copy gene,1
LOC4803415,koi,Single copy gene,1
LOC4803416,CG15236,Single copy gene,1
LOC4803419,Adf1,Single copy gene,1
LOC4803420,CG15908,Single copy gene,1
LOC4803421,CG9410,Single copy gene,1
LOC4803422,Hsepi,Single copy gene,1
LOC4803423,PGAP3,Single copy gene,1
LOC4803424,CG17266,Single copy gene,1
LOC4803425,Tdc1,Single copy gene,1
LOC4803426,Tdc2,Single copy gene,1
LOC4803427,CG15909,Single copy gene,1
LOC4803428,CG9422,Single copy gene,1
LOC4803430,Mob4,Single copy gene,1
LOC4803431,Rab2,Single copy gene,1
LOC4803432,chk,Single copy gene,1
LOC4803433,Zip42C.1,Single copy gene,1
LOC4803434,Zip42C.2,Single copy gene,1
LOC4803439,Spn42Dc,Single copy gene,1
LOC4803442,CG30158,Single copy gene,1
LOC4803443,CG3358,Single copy gene,1
LOC4803447,CG30157,Single copy gene,1
LOC4803449,CG30156,Single copy gene,1
LOC4803450,CG17002,Single copy gene,1
LOC4803451,CG30159,Single copy gene,1
LOC4803452,Tsp42Ea,Single copy gene,1
LOC4803454,Tsp42Ed,Single copy gene,1
LOC4803455,Tsp42Ec,Single copy gene,1
LOC4803456,Tsp42Ee,Single copy gene,1
LOC4803458,Tsp42Ef,Single copy gene,1
LOC4803460,Tsp42Eh,Single copy gene,1
LOC4803461,Tsp42Eg,Single copy gene,1
LOC4803462,Tsp42El,Single copy gene,1
LOC4803464,Tsp42Ej,Single copy gene,1
LOC4803465,Tsp42Ek,Single copy gene,1
LOC4803466,Tsp42En,Single copy gene,1
LOC4803467,Tsp42Eo,Single copy gene,1
LOC4803468,Tsp42Ep,Single copy gene,1
LOC4803469,Pgant3,Single copy gene,1
LOC4803470,Tsp42Eq,Single copy gene,1
LOC4803471,CG12836,Single copy gene,1
LOC4803472,CG12831,Single copy gene,1
LOC4803474,esn,Single copy gene,1
LOC4803476,Spn43Aa,Single copy gene,1
LOC4803477,pk,Single copy gene,1
LOC4803478,Spn43Ab,Single copy gene,1
LOC4803479,nec,Single copy gene,1
LOC4803480,Spn43Ad,Single copy gene,1
LOC4803481,Or43a,Single copy gene,1
LOC4803482,Ady43A,Single copy gene,1
LOC4803483,Gadd45,Single copy gene,1
LOC4803484,CG1850,Single copy gene,1
LOC4803485,Br140,Single copy gene,1
LOC4803487,pwn,Single copy gene,1
LOC4803488,CG12164,Single copy gene,1
LOC4803489,Dscam1,Single copy gene,1
LOC4803492,cos,Single copy gene,1
LOC4803493,Dhx15,Single copy gene,1
LOC4803495,Gr43a,Single copy gene,1
LOC4803497,so,Single copy gene,1
LOC4803498,CG11123,Single copy gene,1
LOC4803499,sPLA2,Single copy gene,1
LOC4803500,CG30503,Single copy gene,1
LOC4803501,Spt5,Single copy gene,1
LOC4803502,Fak,Single copy gene,1
LOC4803504,gbb,Single copy gene,1
LOC4803505,bgcn,Single copy gene,1
LOC4803507,CG5569,Single copy gene,1
LOC4803508,Mtpbeta,Single copy gene,1
LOC4803509,ken,Single copy gene,1
LOC4803510,TM4SF,Single copy gene,1
LOC4803511,CG4882,Single copy gene,1
LOC4803512,PHDP,Single copy gene,1
LOC4803513,CG5597,Single copy gene,1
LOC4803514,DCP1,Single copy gene,1
LOC4803515,DNAlig1,Single copy gene,1
LOC4803516,Upf3,Single copy gene,1
LOC4803518,CG5339,Single copy gene,1
LOC4803519,Lpt,Single copy gene,1
LOC4803520,CG13562,Single copy gene,1
LOC4803521,Nap1,Single copy gene,1
LOC4803522,kcc,Single copy gene,1
LOC4803523,CG2812,Single copy gene,1
LOC4803524,SERCA,Single copy gene,1
LOC4803526,Galphas,Single copy gene,1
LOC4803527,Orcokinin,Single copy gene,1
LOC4803529,Stoml2,Single copy gene,1
LOC4803530,CG3803,Single copy gene,1
LOC4803531,CG16787,Single copy gene,1
LOC4803533,CG8520,Single copy gene,1
LOC4803534,Dera,Single copy gene,1
LOC4803535,CG13154,Single copy gene,1
LOC4803536,Nup54,Single copy gene,1
LOC4803537,CG33672,Single copy gene,1
LOC4803538,spt4,Single copy gene,1
LOC4803539,fsd,Single copy gene,1
LOC4803540,Qsox1,Single copy gene,1
LOC4803543,Vps25,Single copy gene,1
LOC4803544,Cirl,Single copy gene,1
LOC4803545,NKAIN,Single copy gene,1
LOC4803547,Ance-5,Single copy gene,1
LOC4803548,CG9083,Single copy gene,1
LOC4803549,Tpc2,Single copy gene,1
LOC4803554,CG3760,Single copy gene,1
LOC4803555,Tina-1,Single copy gene,1
LOC4803556,CG2811,Single copy gene,1
LOC4803557,CG15861,Single copy gene,1
LOC4803558,CG3770,Single copy gene,1
LOC4803559,CG2790,Single copy gene,1
LOC4803560,CG12851,Single copy gene,1
LOC4803561,CG2765,Single copy gene,1
LOC4803563,RpL19,Single copy gene,1
LOC4803564,CG3776,Single copy gene,1
LOC4803565,Phk-3,Single copy gene,1
LOC4803566,CG2736,Single copy gene,1
LOC4803567,emp,Single copy gene,1
LOC4803568,CG3829,Single copy gene,1
LOC4803570,CG8311,Single copy gene,1
LOC4803571,Cdk4,Single copy gene,1
LOC4803572,CG30373,Single copy gene,1
LOC4803573,Rs1,Single copy gene,1
LOC4803574,Gasz,Single copy gene,1
LOC4803575,Mlh1,Single copy gene,1
LOC4803579,dpn,Single copy gene,1
LOC4803580,pnut,Single copy gene,1
LOC4803581,CG14760,Single copy gene,1
LOC4803583,CG30376,Single copy gene,1
LOC4803584,CG30375,Single copy gene,1
LOC4803585,CG30371,Single copy gene,1
LOC4803591,CG2127,Single copy gene,1
LOC4803594,CG8701,Single copy gene,1
LOC4803598,CG2121,Single copy gene,1
LOC4803599,CSN7,Single copy gene,1
LOC4803603,Cyp4ad1,Single copy gene,1
LOC4803610,Mal-A2,Single copy gene,1
LOC4803617,twi,Single copy gene,1
LOC4803619,DCTN3-p24,Single copy gene,1
LOC4803620,CG9890,Single copy gene,1
LOC4803621,CG15096,Single copy gene,1
LOC4803622,Phb2,Single copy gene,1
LOC4803623,CG15097,Single copy gene,1
LOC4803624,CG15082,Single copy gene,1
LOC4803626,CG15083,Single copy gene,1
LOC4803627,CG15099,Single copy gene,1
LOC4803628,MetRS,Single copy gene,1
LOC4803629,Nrk,Single copy gene,1
LOC4803630,GLaz,Single copy gene,1
LOC4803631,zda,Single copy gene,1
LOC4803632,cathD,Single copy gene,1
LOC4803633,CG1882,Single copy gene,1
LOC4803634,TTLL12,Single copy gene,1
LOC4803635,sax,Single copy gene,1
LOC4803636,Nop17l,Single copy gene,1
LOC4803637,DNApol-zeta,Single copy gene,1
LOC4803642,CG46385,Single copy gene,1
LOC4803643,Gdap2,Single copy gene,1
LOC4803646,Prosap,Single copy gene,1
LOC4803648,Rcd1,Single copy gene,1
LOC4803649,pea,Single copy gene,1
LOC4803651,CG13016,Single copy gene,1
LOC4803652,CysRS-m,Single copy gene,1
LOC4803653,O-fut1,Single copy gene,1
LOC4803654,eIF3m,Single copy gene,1
LOC4803655,Ercc1,Single copy gene,1
LOC4803656,Ciao1,Single copy gene,1
LOC4803657,HPS1,Single copy gene,1
LOC4803658,cer,Single copy gene,1
LOC4803659,hts,Single copy gene,1
LOC4803661,CG11257,Single copy gene,1
LOC4803662,CG8839,Single copy gene,1
LOC4803663,Den1,Single copy gene,1
LOC4803664,CG8490,Single copy gene,1
LOC4803665,garz,Single copy gene,1
LOC4803666,CG8841,Single copy gene,1
LOC4803667,mIF3,Single copy gene,1
LOC4803668,CG30046,Single copy gene,1
LOC4803673,CG42700,Single copy gene,1
LOC4803675,Vha36-2,Single copy gene,1
LOC4803678,CG13170,Single copy gene,1
LOC4803680,RpS11,Single copy gene,1
LOC4803682,CG8858,Single copy gene,1
LOC4803683,Cyp6g1,Single copy gene,1
LOC4803684,Cyp6t3,Single copy gene,1
LOC4803685,Cyp6g2,Single copy gene,1
LOC4803686,CG33964,Single copy gene,1
LOC4803687,SmF,Single copy gene,1
LOC4803688,wash,Single copy gene,1
LOC4803689,Tim10,Single copy gene,1
LOC4803690,CG10307,Single copy gene,1
LOC4803692,stum,Single copy gene,1
LOC4803693,Tbp,Single copy gene,1
LOC4803694,eIF3k,Single copy gene,1
LOC4803695,NC2alpha,Single copy gene,1
LOC4803696,PIG-M,Single copy gene,1
LOC4803698,pirk,Single copy gene,1
LOC4803700,ND-B12,Single copy gene,1
LOC4803702,CG30284,Single copy gene,1
LOC4803703,CG10321,Single copy gene,1
LOC4803704,CG15674,Single copy gene,1
LOC4803705,mahj,Single copy gene,1
LOC4803706,CG3500,Single copy gene,1
LOC4803709,CG9863,Single copy gene,1
LOC4803710,CG3502,Single copy gene,1
LOC4803711,CG30412,Single copy gene,1
LOC4803712,tbrd-3,Single copy gene,1
LOC4803713,CG9861,Single copy gene,1
LOC4803715,CG3124,Single copy gene,1
LOC4803716,ord,Single copy gene,1
LOC4803717,CG3092,Single copy gene,1
LOC4803723,CG30192,Single copy gene,1
LOC4803724,Gpdh2,Single copy gene,1
LOC4803727,Gr59c,Single copy gene,1
LOC4803729,CG9876,Single copy gene,1
LOC4803735,CG3085,Single copy gene,1
LOC4803736,l_2_k09913,Single copy gene,1
LOC4803737,MFS14,Single copy gene,1
LOC4803740,CG15080,Single copy gene,1
LOC4803741,CG15093,Single copy gene,1
LOC4803742,Mctp,Single copy gene,1
LOC4803744,Jabba,Single copy gene,1
LOC4803745,Cyp12b2,Single copy gene,1
LOC4803746,Hs3st-A,Single copy gene,1
LOC4803747,CG17821,Single copy gene,1
LOC4803748,CG18609,Single copy gene,1
LOC4803750,Vps51,Single copy gene,1
LOC4803751,CG15073,Single copy gene,1
LOC4803754,CG15071,Single copy gene,1
LOC4803756,edl,Single copy gene,1
LOC4803757,Gint3,Single copy gene,1
LOC4803758,Ntan1,Single copy gene,1
LOC4803759,tud,Single copy gene,1
LOC4803760,Lapsyn,Single copy gene,1
LOC4803761,Gyg,Single copy gene,1
LOC4803763,Ugt49C1,Single copy gene,1
LOC4803771,CG30392,Single copy gene,1
LOC4803772,Sgf29,Single copy gene,1
LOC4803773,RpL29,Single copy gene,1
LOC4803774,CG9752,Single copy gene,1
LOC4803775,CG42672,Single copy gene,1
LOC4803777,Panx,Single copy gene,1
LOC4803778,CG9485,Single copy gene,1
LOC4803779,CG30394,Single copy gene,1
LOC4803780,RpS15,Single copy gene,1
LOC4803781,DAT,Single copy gene,1
LOC4803782,CG4945,Single copy gene,1
LOC4803783,Syn2,Single copy gene,1
LOC4803786,knon,Single copy gene,1
LOC4803788,CG15712,Single copy gene,1
LOC4803791,CG7848,Single copy gene,1
LOC4803792,jtb,Single copy gene,1
LOC4803798,wcd,Single copy gene,1
LOC4803799,Nup62,Single copy gene,1
LOC4803800,CG7997,Single copy gene,1
LOC4803801,Hmgs,Single copy gene,1
LOC4803802,Vha44,Single copy gene,1
LOC4803803,CG4282,Single copy gene,1
LOC4803804,CG30096,Single copy gene,1
LOC4803805,CG8060,Single copy gene,1
LOC4803806,Nox,Single copy gene,1
LOC4803808,Atg9,Single copy gene,1
LOC4803809,CG7747,Single copy gene,1
LOC4803810,CG30100,Single copy gene,1
LOC4803813,CG30324,Single copy gene,1
LOC4803815,CG15705,Single copy gene,1
LOC4803816,cato,Single copy gene,1
LOC4803819,Khc,Single copy gene,1
LOC4803820,csul,Single copy gene,1
LOC4803821,fidipidine,Single copy gene,1
LOC4803823,CngA,Single copy gene,1
LOC4803825,CG30195,Single copy gene,1
LOC4803827,CG34445,Single copy gene,1
LOC4803828,CG3746,Single copy gene,1
LOC4803829,Cyp6d2,Single copy gene,1
LOC4803830,CG43326,Single copy gene,1
LOC4803831,CG13510,Single copy gene,1
LOC4803832,CG30273,Single copy gene,1
LOC4803833,CG13511,Single copy gene,1
LOC4803834,CG30269,Single copy gene,1
LOC4803835,CG4250,Single copy gene,1
LOC4803837,RYBP,Single copy gene,1
LOC4803838,Ppa,Single copy gene,1
LOC4803839,robo1,Single copy gene,1
LOC4803840,CG30259,Single copy gene,1
LOC4803841,Obp59a,Single copy gene,1
LOC4803842,Obp58b,Single copy gene,1
LOC4803843,Obp58c,Single copy gene,1
LOC4803844,Obp58d,Single copy gene,1
LOC4803845,CG30275,Single copy gene,1
LOC4803846,CG30268,Single copy gene,1
LOC4803847,jbug,Single copy gene,1
LOC4803848,CG42260,Single copy gene,1
LOC4803853,blw,Single copy gene,1
LOC4803854,stl,Single copy gene,1
LOC4803862,CG3649,Single copy gene,1
LOC4803865,CG13531,Single copy gene,1
LOC4803868,CG8441,Single copy gene,1
LOC4803869,Lis-1,Single copy gene,1
LOC4803870,Ptp52F,Single copy gene,1
LOC4803871,CG8435,Single copy gene,1
LOC4803872,lbk,Single copy gene,1
LOC4803873,sotv,Single copy gene,1
LOC4803874,CysRS,Single copy gene,1
LOC4803875,Ntmt,Single copy gene,1
LOC4803876,Oaz,Single copy gene,1
LOC4803879,phyl,Single copy gene,1
LOC4803880,Achl,Single copy gene,1
LOC4803881,Sin1,Single copy gene,1
LOC4803882,CG17385,Single copy gene,1
LOC4803883,CG10104,Single copy gene,1
LOC4803884,Dh44-R1,Single copy gene,1
LOC4803885,Obp50e,Single copy gene,1
LOC4803886,Obp50d,Single copy gene,1
LOC4803887,Obp50c,Single copy gene,1
LOC4803889,Obp50a,Single copy gene,1
LOC4803891,Tfb1,Single copy gene,1
LOC4803892,Arc1,Single copy gene,1
LOC4803894,Arc2,Single copy gene,1
LOC4803895,CG8617,Single copy gene,1
LOC4803896,CG8613,Single copy gene,1
LOC4803897,clu,Single copy gene,1
LOC4803898,calypso,Single copy gene,1
LOC4803899,CG44243,Single copy gene,1
LOC4803900,Shark,Single copy gene,1
LOC4803901,mrj,Single copy gene,1
LOC4803902,lms,Single copy gene,1
LOC4803905,E_Pc_,Single copy gene,1
LOC4803906,inv,Single copy gene,1
LOC4803908,en,Single copy gene,1
LOC4803909,tou,Single copy gene,1
LOC4803910,Egm,Single copy gene,1
LOC4803911,CG9005,Single copy gene,1
LOC4803912,CG9003,Single copy gene,1
LOC4803913,Roc2,Single copy gene,1
LOC4803915,CG13198,Single copy gene,1
LOC4803917,Vajk4,Single copy gene,1
LOC4803918,Prosalpha5,Single copy gene,1
LOC4803921,CG6550,Single copy gene,1
LOC4803922,Mtap,Single copy gene,1
LOC4803923,Bap55,Single copy gene,1
LOC4803924,Lhr,Single copy gene,1
LOC4803925,EDTP,Single copy gene,1
LOC4803926,CG18467,Single copy gene,1
LOC4803927,robl,Single copy gene,1
LOC4803928,CG14478,Single copy gene,1
LOC4803929,Tes,Single copy gene,1
LOC4803930,qkr54B,Single copy gene,1
LOC4803931,insb,Single copy gene,1
LOC4803936,nw,Single copy gene,1
LOC4803937,CG4847,Single copy gene,1
LOC4803938,CG4853,Single copy gene,1
LOC4803939,APC10,Single copy gene,1
LOC4803940,CG4866,Single copy gene,1
LOC4803942,BEAF-32,Single copy gene,1
LOC4803945,hui,Single copy gene,1
LOC4803946,CG10205,Single copy gene,1
LOC4803948,NaPi-T,Single copy gene,1
LOC4803949,CG10209,Single copy gene,1
LOC4803950,SMC2,Single copy gene,1
LOC4803952,PTP-ER,Single copy gene,1
LOC4803953,CG9875,Single copy gene,1
LOC4803954,Mthfs,Single copy gene,1
LOC4803955,vir,Single copy gene,1
LOC4803956,PRAS40,Single copy gene,1
LOC4803957,Cpsf160,Single copy gene,1
LOC4803959,Cpr51A,Single copy gene,1
LOC4803960,CG30197,Single copy gene,1
LOC4803961,ttv,Single copy gene,1
LOC4803962,CG30076,Single copy gene,1
LOC4803963,LamC,Single copy gene,1
LOC4803964,CG12869,Single copy gene,1
LOC4803965,RpI1,Single copy gene,1
LOC4803966,Blos1,Single copy gene,1
LOC4803967,tra2,Single copy gene,1
LOC4803970,Su_var_2-HP2,Single copy gene,1
LOC4803971,Sec61beta,Single copy gene,1
LOC4803972,Had2,Single copy gene,1
LOC4803974,CG12861,Single copy gene,1
LOC4803975,CG12860,Single copy gene,1
LOC4803977,mspo,Single copy gene,1
LOC4803980,jef,Single copy gene,1
LOC4803981,Dro,Single copy gene,1
LOC4803985,ave,Single copy gene,1
LOC4803986,CG10151,Single copy gene,1
LOC4803987,ND-B15,Single copy gene,1
LOC4803988,Trs31,Single copy gene,1
LOC4803989,CG12857,Single copy gene,1
LOC4803990,Spred,Single copy gene,1
LOC4803992,Cc2d2a,Single copy gene,1
LOC4803994,cyp33,Single copy gene,1
LOC4803995,RpL18A,Single copy gene,1
LOC4803996,MESR4,Single copy gene,1
LOC4803998,CG14480,Single copy gene,1
LOC4803999,Ns2,Single copy gene,1
LOC4804000,POSH,Single copy gene,1
LOC4804001,UQCR-6.4,Single copy gene,1
LOC4804002,Rab4,Single copy gene,1
LOC4804003,Dcr-2,Single copy gene,1
LOC4804004,CG8642,Single copy gene,1
LOC4804005,rgr,Single copy gene,1
LOC4804006,mRpL41,Single copy gene,1
LOC4804007,CG11808,Single copy gene,1
LOC4804008,CG8093,Single copy gene,1
LOC4804009,row,Single copy gene,1
LOC4804012,CG11807,Single copy gene,1
LOC4804013,GPHR,Single copy gene,1
LOC4804014,igl,Single copy gene,1
LOC4804015,CG7544,Single copy gene,1
LOC4804016,pcs,Single copy gene,1
LOC4804017,CG7639,Single copy gene,1
LOC4804018,CG2906,Single copy gene,1
LOC4804019,CG2915,Single copy gene,1
LOC4804021,nito,Single copy gene,1
LOC4804022,CG14763,Single copy gene,1
LOC4804023,CG8726,Single copy gene,1
LOC4804024,CSN4,Single copy gene,1
LOC4804025,ACC,Single copy gene,1
LOC4804026,Nup44A,Single copy gene,1
LOC4804027,Dic3,Single copy gene,1
LOC4804028,Hey,Single copy gene,1
LOC4804029,CG11191,Single copy gene,1
LOC4804032,CG14762,Single copy gene,1
LOC4804033,Optix,Single copy gene,1
LOC4804034,CG12769,Single copy gene,1
LOC4804036,lig,Single copy gene,1
LOC4804037,Vps28,Single copy gene,1
LOC4804038,slv,Single copy gene,1
LOC4804040,Mdr49,Single copy gene,1
LOC4804042,CG44251,Single copy gene,1
LOC4804043,Psc,Single copy gene,1
LOC4804049,CG13326,Single copy gene,1
LOC4804053,TppII,Single copy gene,1
LOC4804054,CG15084,Single copy gene,1
LOC4804055,CG18190,Single copy gene,1
LOC4804056,Jheh1,Single copy gene,1
LOC4804057,Jheh3,Single copy gene,1
LOC4804058,Jheh2,Single copy gene,1
LOC4804060,DptB,Single copy gene,1
LOC4804061,Vha100-3,Single copy gene,1
LOC4804062,sano,Single copy gene,1
LOC4804063,prod,Single copy gene,1
LOC4804065,Topors,Single copy gene,1
LOC4804066,CG18605,Single copy gene,1
LOC4804067,tn,Single copy gene,1
LOC4804068,5-HT1B,Single copy gene,1
LOC4804071,CG15116,Single copy gene,1
LOC4804073,5-HT1A,Single copy gene,1
LOC4804074,Ir56a,Single copy gene,1
LOC4804075,CG30466,Single copy gene,1
LOC4804076,Cdk5,Single copy gene,1
LOC4804077,Flo1,Single copy gene,1
LOC4804078,TER94,Single copy gene,1
LOC4804079,Pka-R2,Single copy gene,1
LOC4804080,CG12128,Single copy gene,1
LOC4804081,CG12129,Single copy gene,1
LOC4804082,oys,Single copy gene,1
LOC4804083,COX7C,Single copy gene,1
LOC4804084,Def,Single copy gene,1
LOC4804085,sel,Single copy gene,1
LOC4804086,magu,Single copy gene,1
LOC4804088,mRpL42,Single copy gene,1
LOC4804089,Cdc2rk,Single copy gene,1
LOC4804090,CG12920,Single copy gene,1
LOC4804091,CG1371,Single copy gene,1
LOC4804092,CG9646,Single copy gene,1
LOC4804093,fat-spondin,Single copy gene,1
LOC4804094,tef,Single copy gene,1
LOC4804095,CG8950,Single copy gene,1
LOC4804096,CG6967,Single copy gene,1
LOC4804098,Sply,Single copy gene,1
LOC4804099,CG14492,Single copy gene,1
LOC4804100,PPO1,Single copy gene,1
LOC4804101,CG14491,Single copy gene,1
LOC4804102,Elk,Single copy gene,1
LOC4804108,CG5773,Single copy gene,1
LOC4804111,CG10911,Single copy gene,1
LOC4804113,CG14495,Single copy gene,1
LOC4804114,CG10912,Single copy gene,1
LOC4804117,CG5757,Single copy gene,1
LOC4804118,CG5098,Single copy gene,1
LOC4804120,stau,Single copy gene,1
LOC4804121,Spn55B,Single copy gene,1
LOC4804126,DCTN4-p62,Single copy gene,1
LOC4804127,TBCB,Single copy gene,1
LOC4804131,tor,Single copy gene,1
LOC4804132,Coq9,Single copy gene,1
LOC4804133,CG30496,Single copy gene,1
LOC4804135,U2A,Single copy gene,1
LOC4804136,CG12107,Single copy gene,1
LOC4804137,mRpL52,Single copy gene,1
LOC4804138,CG12826,Single copy gene,1
LOC4804139,Oseg6,Single copy gene,1
LOC4804140,Rep,Single copy gene,1
LOC4804141,hpo,Single copy gene,1
LOC4804142,CG8321,Single copy gene,1
LOC4804143,pds5,Single copy gene,1
LOC4804144,Mppe,Single copy gene,1
LOC4804145,otk2,Single copy gene,1
LOC4804146,otk,Single copy gene,1
LOC4804147,CG8298,Single copy gene,1
LOC4804148,Dlip3,Single copy gene,1
LOC4804149,Hsf,Single copy gene,1
LOC4804150,Pcl,Single copy gene,1
LOC4804151,pAbp,Single copy gene,1
LOC4804152,EMRE,Single copy gene,1
LOC4804153,CG5742,Single copy gene,1
LOC4804154,adp,Single copy gene,1
LOC4804156,CG10914,Single copy gene,1
LOC4804157,CG10915,Single copy gene,1
LOC4804158,Nup75,Single copy gene,1
LOC4804160,CG3687,Single copy gene,1
LOC4804161,CG7786,Single copy gene,1
