Orthogroup	Dmel	Dmir	Dpse	Dsub	Dvir	Dwil
OG0004532	Spt-I	Dmir_LOC108159853	Dpse_LOC4804658	XP_034654085.1	Dvir_XP_002049845.1	Dwil_XP_002063436.1
OG0004533	sick	Dmir_LOC108162324	Dpse_LOC6902623	XP_034667823.1	Dvir_XP_032293705.1	Dwil_XP_023031645.1
OG0004534	Nna1	Dmir_LOC108155072	Dpse_LOC4814756	XP_034670594.1	Dvir_XP_015026584.1	Dwil_XP_023035224.1
OG0004535	CG1671	Dmir_LOC108158796	Dpse_LOC4805428	XP_034654963.1	Dvir_XP_015029859.1	Dwil_XP_002061563.1
OG0004536	SCOT	Dmir_LOC108151741	Dpse_LOC4813052	XP_034657254.1	Dvir_XP_002047448.1	Dwil_XP_002067775.1
OG0004537	AANATL7	Dmir_LOC108152909	Dpse_LOC4814396	XP_034666698.1	Dvir_XP_015025596.1	Dwil_XP_002071904.1
OG0004538	RpL6	Dmir_LOC108154785	Dpse_LOC4801117	XP_034665237.1	Dvir_XP_002053892.2	Dwil_XP_002069808.2
OG0004539	CG7556	Dmir_LOC108158537	Dpse_LOC4814977	XP_034664229.1	Dvir_XP_002055063.1	Dwil_XP_002071369.1
OG0004540	CG2990	Dmir_LOC108164057	Dpse_LOC4814226	XP_034664100.1	Dvir_XP_002051319.1	Dwil_XP_002071002.1
OG0004541	CG7582	Dmir_LOC108157190	Dpse_LOC4800497	XP_034663218.1	Dvir_XP_002055853.2	Dwil_XP_023034492.1
OG0004542	gry	Dmir_LOC108150956	Dpse_LOC6900511	XP_034656578.1	Dvir_XP_015031221.1	Dwil_XP_002068265.1
OG0004543	tws	Dmir_LOC108153980	Dpse_LOC4801053	XP_034660459.1	Dvir_XP_002054385.1	Dwil_XP_002069705.1
OG0004544	Rgl	Dmir_LOC108151235	Dpse_LOC4813036	XP_034658212.1	Dvir_XP_032290377.1	Dwil_XP_023033127.1
OG0004545	l_3_05822	Dmir_LOC108156490	Dpse_LOC4802854	XP_034660903.1	Dvir_XP_002054617.2	Dwil_XP_002072311.1
OG0004546	CG13558	Dmir_LOC108158327	Dpse_LOC4804472	XP_034651312.1	Dvir_XP_002050836.1	Dwil_XP_002074651.1
OG0004547	Membrin	Dmir_LOC108151478	Dpse_LOC4813466	XP_034658847.1	Dvir_XP_002046951.1	Dwil_XP_002062035.1
OG0004548	CG15571	Dmir_LOC108150810	Dpse_LOC4814415	XP_034668424.1	Dvir_XP_002057313.1	Dwil_XP_023037204.1
OG0004549	nmdyn-D6	Dmir_LOC108164535	Dpse_LOC4814603	XP_034652709.1	Dvir_XP_002054923.1	Dwil_XP_002075513.1
OG0004550	RunxA	Dmir_LOC108150982	Dpse_LOC6901652	XP_034651726.1	Dvir_XP_002055214.3	Dwil_XP_023031068.1
OG0004551	Rrp6	Dmir_LOC108155376	Dpse_LOC4801068	XP_034664935.1	Dvir_XP_002053964.1	Dwil_XP_002072866.1
OG0004552	hec	Dmir_LOC108153483	Dpse_LOC4814427	XP_034650628.1	Dvir_XP_032296576.1	Dwil_XP_002071167.1
OG0004553	CG11069	Dmir_LOC108154719	Dpse_LOC4801287	XP_034662081.1	Dvir_XP_002056014.2	Dwil_XP_002073753.1
OG0004554	CG7126	Dmir_LOC108153956	Dpse_LOC6897219	XP_034664610.1	Dvir_XP_002056256.2	Dwil_XP_002069574.3
OG0004555	CG11164	Dmir_LOC108153283	Dpse_LOC4814205	XP_034671874.1	Dvir_XP_002050596.1	Dwil_XP_002071241.1
OG0004556	ZnT41F	Dmir_LOC108159967	Dpse_LOC6898672	XP_034654066.1	Dvir_XP_015024294.1	Dwil_XP_002063137.3
OG0004557	Nepl19	Dmir_LOC108155245	Dpse_LOC4801696	XP_034664136.1	Dvir_XP_015027804.2	Dwil_XP_023035516.1
OG0004558	CG14770	Dmir_LOC108150831	Dpse_LOC4815831	XP_034670489.1	Dvir_XP_002059009.1	Dwil_XP_002067331.1
OG0004559	CG5877	Dmir_LOC108163921	Dpse_LOC6898464	XP_034666859.1	Dvir_XP_032296570.1	Dwil_XP_002067415.3
OG0004560	RabX4	Dmir_LOC108154774	Dpse_LOC4800423	XP_034661999.1	Dvir_XP_002053827.1	Dwil_XP_002073412.1
OG0004561	CG7518	Dmir_LOC108154167	Dpse_LOC4801409	XP_034662535.1	Dvir_XP_015025871.1	Dwil_XP_002070749.3
OG0004562	CG15765	Dmir_LOC108164758	Dpse_LOC6901938	XP_034657972.1	Dvir_XP_032289038.1	Dwil_XP_023034824.1
OG0004563	miple2	Dmir_LOC108152100	Dpse_LOC4812169	XP_034657657.1	Dvir_XP_002060315.2	Dwil_XP_002062658.1
OG0004564	CG15923	Dmir_LOC108154859	Dpse_LOC6896787	XP_034661920.1	Dvir_XP_002054171.3	Dwil_XP_002072185.3
OG0004565	nerfin-2	Dmir_LOC108154585	Dpse_LOC4800770	XP_034663801.1	Dvir_XP_032289611.1	Dwil_XP_023034402.1
OG0004566	CG10140	Dmir_LOC108153450	Dpse_LOC6900212	XP_034659508.1	Dvir_XP_032290782.1	Dwil_XP_023035484.1
OG0004567	CG5973	Dmir_LOC108163186	Dpse_LOC4818165	XP_034666502.1	Dvir_XP_002052557.2	Dwil_XP_002066900.1
OG0004568	CG9706	Dmir_LOC108152792	Dpse_LOC4812293	XP_034656431.1	Dvir_XP_002047023.1	Dwil_XP_002062140.1
OG0004569	CG33155	Dmir_LOC108159008	Dpse_LOC6898465	XP_034652299.1	Dvir_XP_002049338.1	Dwil_XP_002068764.1
OG0004570	CG13058	Dmir_LOC108153735	Dpse_LOC6900022	XP_034657527.1	Dvir_XP_002046224.1	Dwil_XP_015034666.1
OG0004571	Cndp2	Dmir_LOC108160511	Dpse_LOC4803334	XP_034650856.1	Dvir_XP_002059904.3	Dwil_XP_002061117.1
OG0004572	CG31998	Dmir_LOC108164429	Dpse_LOC4811716	XP_034670609.1	Dvir_XP_002059736.3	Dwil_XP_002072583.1
OG0004573	Cht11	Dmir_LOC108154048	Dpse_LOC4816023	XP_034663625.1	Dvir_XP_002057069.1	Dwil_XP_002064293.2
OG0004574	Men	Dmir_LOC108156792	Dpse_LOC4801426	XP_034662693.1	Dvir_XP_015026066.1	Dwil_XP_002070728.3
OG0004575	CG5342	Dmir_LOC108153863	Dpse_LOC4802868	XP_034663676.1	Dvir_XP_032289858.1	Dwil_XP_023034672.1
OG0004576	CG5641	Dmir_LOC108154003	Dpse_LOC4800833	XP_034662678.1	Dvir_XP_002054470.1	Dwil_XP_002073999.1
OG0004577	CG43091, CG43092, CG43093	Dmir_LOC108155438	Dpse_LOC26532771	XP_034662344.1		
OG0004578	CG10804	Dmir_LOC108164896	Dpse_LOC4815899	XP_034672175.1	Dvir_XP_002055474.1	Dwil_XP_002071752.1
OG0004579	Vha13	Dmir_LOC108157465	Dpse_LOC4803273	XP_034662984.1	Dvir_XP_002054577.1	Dwil_XP_002072075.1
OG0004580	CG10188	Dmir_LOC108162171	Dpse_LOC4816286	XP_034669089.1	Dvir_XP_032289013.1	Dwil_XP_023032151.1
OG0004581	CG2841	Dmir_LOC108163102	Dpse_LOC6902155	XP_034670668.1	Dvir_XP_015025626.1	Dwil_XP_002067386.1
OG0004582	CG3706	Dmir_LOC108152787	Dpse_LOC4814410	XP_034671186.1	Dvir_XP_002059041.3	Dwil_XP_002071783.1
OG0004583	Vm34Ca	Dmir_LOC108161475	Dpse_LOC6903447	XP_034666755.1	Dvir_XP_002057436.1	Dwil_XP_002065113.1
OG0004584	CG17219	Dmir_LOC108161995	Dpse_LOC4817009	XP_034666111.1	Dvir_XP_002051694.1	Dwil_XP_002064901.1
OG0004585	Rab10	Dmir_LOC108164509	Dpse_LOC6901573	XP_034670984.1	Dvir_XP_002057938.1	Dwil_XP_002071611.1
OG0004586	link	Dmir_LOC108159254	Dpse_LOC4804397	XP_034651035.1	Dvir_XP_002058884.1	Dwil_XP_002064000.1
OG0004587	CG31855	Dmir_LOC108163715	Dpse_LOC4817949	XP_034669382.1	Dvir_XP_002057677.1	Dwil_XP_002065121.1
OG0004588	CG1561	Dmir_LOC108164649	Dpse_LOC4814351	XP_034671202.1	Dvir_XP_002055541.1	Dwil_XP_002071245.1
OG0004589	Or83a	Dmir_LOC108153886	Dpse_LOC4802448	XP_034664274.1	Dvir_XP_032289862.1	Dwil_XP_002072445.1
OG0004590	CG42662	Dmir_LOC117192849	Dpse_LOC26534339	XP_034652168.1	Dvir_XP_015030306.1	Dwil_XP_002062738.1
OG0004591	ksh	Dmir_LOC108165122	Dpse_LOC4815897	XP_034667860.1	Dvir_XP_015025128.1	Dwil_XP_002070924.2
OG0004592	thoc7	Dmir_LOC108165591	Dpse_LOC4811998	XP_034658409.1	Dvir_XP_002046124.1	Dwil_XP_002062064.1
OG0004593	AdamTS-A	Dmir_LOC108156492	Dpse_LOC4800951	XP_034663707.1	Dvir_XP_002054293.2	Dwil_XP_002069646.3
OG0004594	AdenoK	Dmir_LOC108152571	Dpse_LOC6900528	XP_034659525.1	Dvir_XP_015031533.1	Dwil_XP_002062088.2
OG0004595	Tmem63	Dmir_LOC108158850	Dpse_LOC4804346	XP_034654238.1	Dvir_XP_002050395.3	Dwil_XP_002074598.1
OG0004596	Fis1	Dmir_LOC117188961	Dpse_LOC4811689	XP_034668130.1	Dvir_XP_002052371.1	Dwil_XP_002071827.2
OG0004597	CG5790	Dmir_LOC108164196	Dpse_LOC4816970	XP_034668688.1	Dvir_XP_002052794.3	Dwil_XP_002065615.2
OG0004598	CG31717	Dmir_LOC108161334	Dpse_LOC4817793	XP_034668288.1	Dvir_XP_002057424.2	Dwil_XP_023037047.1
OG0004599	tsh	Dmir_LOC108162300	Dpse_LOC4817939	XP_034667503.1	Dvir_XP_002051590.1	Dwil_XP_002069361.1
OG0004600	CG9993	Dmir_LOC108161004	Dpse_LOC4804407	XP_034652532.1	Dvir_XP_002059423.1	Dwil_XP_002074946.1
OG0004601	LKRSDH	Dmir_LOC108163154	Dpse_LOC4817347	XP_034668297.1	Dvir_XP_002051659.1	Dwil_XP_002065163.1
OG0004602	Adgf-A	Dmir_LOC108152401	Dpse_LOC4813216	XP_034659578.1	Dvir_XP_015031180.1	Dwil_XP_002069000.2
OG0004603	beta4GalT7	Dmir_LOC108155954	Dpse_LOC4801371	XP_034665351.1	Dvir_XP_002054247.2	Dwil_XP_002073576.1
OG0004604	CG12344	Dmir_LOC108159482	Dpse_LOC4805309	XP_034650487.1	Dvir_XP_032292641.1	Dwil_XP_023036863.1
OG0004605	CG4332	Dmir_LOC108159443	Dpse_LOC4814458	XP_034654538.1	Dvir_XP_032289169.1	Dwil_XP_002067444.1
OG0004606	CG42493	Dmir_LOC108159830, Dmir_LOC117193207	Dpse_LOC6898943	XP_034654178.1	Dvir_XP_015030299.1	
OG0004607	CG12177	Dmir_LOC108164521	Dpse_LOC4815396, Dpse_LOC6899165	XP_034670652.1		Dwil_XP_002071257.1
OG0004608	CG42255	Dmir_LOC108151398	Dpse_LOC6900125	XP_034657978.1	Dvir_XP_002048632.2	Dwil_XP_023033857.1
OG0004609	Klp98A	Dmir_LOC108156287	Dpse_LOC4801189	XP_034663917.1	Dvir_XP_002054760.1	Dwil_XP_002069878.1
OG0004610	CG17636	Dmir_LOC108164708	Dpse_LOC6901856	XP_034650246.1	Dvir_XP_002056811.2	Dwil_XP_002075384.2
OG0004611	CG4098	Dmir_LOC108151349	Dpse_LOC4812545	XP_034656777.1	Dvir_XP_002046501.2	Dwil_XP_002066006.2
OG0004612	Aps	Dmir_LOC108152823	Dpse_LOC4813379	XP_034658017.1	Dvir_XP_002047791.1	Dwil_XP_023033598.1
OG0004613	raw	Dmir_LOC108163193	Dpse_LOC4816101	XP_034669649.1	Dvir_XP_032293760.1	Dwil_XP_002069436.3
OG0004614	CG4587	Dmir_LOC108163858	Dpse_LOC4816419	XP_034670257.1	Dvir_XP_032293506.1	Dwil_XP_023032517.1
OG0004615	gish	Dmir_LOC108154272	Dpse_LOC4802569	XP_034660024.1	Dvir_XP_032289471.1	Dwil_XP_023035699.1
OG0004616	Parp16	Dmir_LOC108158236, Dmir_LOC117191552	Dpse_LOC6898244		Dvir_XP_002050847.1	Dwil_XP_002063020.1
OG0004617	EloB	Dmir_LOC108156547	Dpse_LOC6896790	XP_034665736.1	Dvir_XP_002054179.1	Dwil_XP_002072193.1
OG0004618	CG11617	Dmir_LOC108163964	Dpse_LOC4817828	XP_034668949.1	Dvir_XP_032293935.1	Dwil_XP_002064557.1
OG0004619	Rab14	Dmir_LOC108161682	Dpse_LOC4816546	XP_034668999.1	Dvir_XP_002057529.2	Dwil_XP_002066405.3
OG0004620	Hip14	Dmir_LOC108152692	Dpse_LOC4812448	XP_034659653.1	Dvir_XP_002047698.3	Dwil_XP_002069180.3
OG0004621	Cpr62Bb	Dmir_LOC108150821	Dpse_LOC4813110	XP_034657151.1	Dvir_XP_002046549.1	Dwil_XP_002068606.1
OG0004622	CG31007, CG31008	Dmir_LOC108156428	Dpse_LOC4800330	XP_034662203.1	Dvir_XP_002055934.1	
OG0004623	CG42749	Dmir_LOC108151094	Dpse_LOC4815610	XP_034661100.1	Dvir_XP_002057015.3	Dwil_XP_023031494.1
OG0004624	l_2_10685	Dmir_LOC108162831	Dpse_LOC4817603	XP_034667964.1	Dvir_XP_002052934.1	Dwil_XP_002066791.1
OG0004625	CG7560	Dmir_LOC108152200	Dpse_LOC4813819	XP_034658531.1	Dvir_XP_002048570.1	Dwil_XP_023035836.1
OG0004626	DNApol-delta	Dmir_LOC108152599	Dpse_LOC4812120	XP_034659651.1	Dvir_XP_002047697.2	Dwil_XP_002069178.1
OG0004627	dpr19	Dmir_LOC108162512	Dpse_LOC4817717	XP_034666035.1	Dvir_XP_002052404.2	Dwil_XP_023033815.1
OG0004628	trem	Dmir_LOC108155533	Dpse_LOC4803070	XP_034661087.1	Dvir_XP_002056543.1	Dwil_XP_002072352.1
OG0004629	Sar1	Dmir_LOC108156608	Dpse_LOC4801732	XP_034664689.1	Dvir_XP_015027091.1	Dwil_XP_002073711.1
OG0004630	CG14937	Dmir_LOC108162710	Dpse_LOC4816870	XP_034669045.1	Dvir_XP_002052302.1	Dwil_XP_002064869.1
OG0004631	CG32266	Dmir_LOC108151651	Dpse_LOC6900622	XP_034657009.1	Dvir_XP_002046569.1	Dwil_XP_002068536.1
OG0004632	Ilp8	Dmir_LOC108153380	Dpse_LOC4812108	XP_034656628.1	Dvir_XP_002046360.1	Dwil_XP_023033439.1
OG0004633	CtBP	Dmir_LOC108154169	Dpse_LOC4801406	XP_034662541.1	Dvir_XP_032289533.1	Dwil_XP_023034689.1
OG0004634	Patr-1	Dmir_LOC108156397	Dpse_LOC4802098	XP_034661296.1	Dvir_XP_002055808.1	Dwil_XP_023035962.1
OG0004635	mthl10	Dmir_LOC108151389	Dpse_LOC4812420	XP_034659163.1	Dvir_XP_032290194.1	Dwil_XP_023032006.1
OG0004636	CG31612	Dmir_LOC108162299	Dpse_LOC4818179	XP_034668101.1	Dvir_XP_032293523.1	Dwil_XP_015033030.1
OG0004637	Cralbp	Dmir_LOC108153216	Dpse_LOC4813524	XP_034657616.1	Dvir_XP_002047009.1	Dwil_XP_023037423.1
OG0004638	Rchy1	Dmir_LOC108163013	Dpse_LOC4818099	XP_034669527.1	Dvir_XP_002051554.1	Dwil_XP_023033949.1
OG0004639	et	Dmir_LOC108153469	Dpse_LOC4814595	XP_034662628.1	Dvir_XP_002058208.1	Dwil_XP_023032767.1
OG0004640	Arl4	Dmir_LOC108164488	Dpse_LOC4811778	XP_034670602.1	Dvir_XP_002059675.1	Dwil_XP_002072584.1
OG0004641	l_3_07882	Dmir_LOC108155583	Dpse_LOC4801192	XP_034660142.1	Dvir_XP_002054416.1	Dwil_XP_002073720.1
OG0004642	PIG-G	Dmir_LOC108158094	Dpse_LOC4804915	XP_034651982.1	Dvir_XP_002050689.2	Dwil_XP_023037877.1
OG0004643	CG31706	Dmir_LOC108162523	Dpse_LOC4817167	XP_034666791.1	Dvir_XP_002051628.1	Dwil_XP_002066804.1
OG0004644	Ir92a	Dmir_LOC108153934	Dpse_LOC4801855	XP_034664716.1	Dvir_XP_002054009.1	Dwil_XP_002072219.2
OG0004645	ValRS-m	Dmir_LOC108151799	Dpse_LOC4812185	XP_034659179.1	Dvir_XP_002046799.1	Dwil_XP_002062280.1
OG0004646	Rab9D, Rab9Db, Rab9E, Rab9Fa, Rab9Fb, RabX2					
OG0004647	CG13024	Dmir_LOC108152990	Dpse_LOC4812518	XP_034658918.1	Dvir_XP_032290386.1	Dwil_XP_002067861.2
OG0004648	Lgr4	Dmir_LOC108159438	Dpse_LOC6901714	XP_034662544.1	Dvir_XP_015025567.1	Dwil_XP_002067577.2
OG0004649	CG8173	Dmir_LOC108155363	Dpse_LOC6901913	XP_034671971.1	Dvir_XP_002057955.1	Dwil_XP_002067413.1
OG0004650	CG13360	Dmir_LOC108164841	Dpse_LOC4815848	XP_034661058.1	Dvir_XP_002054957.2	Dwil_XP_002064257.1
OG0004651	ACXD	Dmir_LOC108152445	Dpse_LOC4813255	XP_034655456.1	Dvir_XP_032290356.1	Dwil_XP_023032934.1
OG0004652	CG7183	Dmir_LOC108155837	Dpse_LOC4803184	XP_034661031.1	Dvir_XP_002053563.1	Dwil_XP_002070020.1
OG0004653	CG13733	Dmir_LOC108165323	Dpse_LOC4813792	XP_034657244.1	Dvir_XP_002046954.1	Dwil_XP_002068956.1
OG0004654	E2f1	Dmir_LOC108155659	Dpse_LOC4802691	XP_034659976.1	Dvir_XP_015027473.1	Dwil_XP_023033989.1
OG0004655	Ski6	Dmir_LOC108162545	Dpse_LOC4816343	XP_034668741.1	Dvir_XP_002057704.1	Dwil_XP_002065667.1
OG0004656	Flo2	Dmir_LOC108155864	Dpse_LOC6902140	XP_034671791.1	Dvir_XP_032296608.1	Dwil_XP_023031085.1
OG0004657	Ir60a	Dmir_LOC108157938	Dpse_LOC4805625	XP_034654627.1	Dvir_XP_032292969.1	Dwil_XP_002063682.1
OG0004658	Cad87A	Dmir_LOC108155586	Dpse_LOC6897810	XP_034663046.1	Dvir_XP_002053337.2	Dwil_XP_015032277.2
OG0004659	CG10348	Dmir_LOC108164264	Dpse_LOC4817069	XP_034668388.1	Dvir_XP_002052781.2	Dwil_XP_002065601.2
OG0004660	z	Dmir_LOC108152267	Dpse_LOC6901118	XP_034671849.1	Dvir_XP_032296728.1	Dwil_XP_015032736.1
OG0004661	MtnE	Dmir_LOC108155917	Dpse_LOC26533920	XP_034659886.1	Dvir_XP_015027862.1	Dwil_XP_015032606.1
OG0004662	CG9919	Dmir_LOC108164661	Dpse_LOC4815309	XP_034656853.1	Dvir_XP_032296272.1	Dwil_XP_002071593.1
OG0004663	Glg1	Dmir_LOC108151783	Dpse_LOC6900275	XP_034655468.1	Dvir_XP_015031455.1	Dwil_XP_023033808.1
OG0004664	CG3709	Dmir_LOC108162691	Dpse_LOC4817266	XP_034668464.1	Dvir_XP_002051903.1	Dwil_XP_002064551.2
OG0004665	Alr	Dmir_LOC108162462	Dpse_LOC4815040	XP_034671525.1	Dvir_XP_002057971.2	Dwil_XP_002071161.2
OG0004666	CG14621	Dmir_LOC108159017	Dpse_LOC4815926	XP_034667420.1	Dvir_XP_002055053.1	Dwil_XP_002067254.1
OG0004667	RpS11	Dmir_LOC117188195	Dpse_LOC4803680	XP_034654691.1	Dvir_XP_032292975.1	Dwil_XP_002066094.2
OG0004668	CG14401	Dmir_LOC108161383	Dpse_LOC6903079	XP_034669797.1	Dvir_XP_015028816.1	Dwil_XP_002065427.1
OG0004669	mop	Dmir_LOC108152366	Dpse_LOC6900366	XP_034656953.1	Dvir_XP_002047649.1	Dwil_XP_002074403.2
OG0004670	hyx	Dmir_LOC108155719	Dpse_LOC4803029	XP_034662486.1	Dvir_XP_002056300.1	Dwil_XP_002069732.1
OG0004671	nAChRalpha4	Dmir_LOC108156055	Dpse_LOC4811728	XP_034665507.1	Dvir_XP_032296694.1	Dwil_XP_023034130.1
OG0004672	RpS27	Dmir_LOC108156957	Dpse_LOC6897973	XP_034665605.1	Dvir_XP_002054872.1	Dwil_XP_002073798.1
OG0004673	Smn	Dmir_LOC108151669	Dpse_LOC4812177	XP_034655919.1	Dvir_XP_002046261.1	Dwil_XP_002065738.1
OG0004674	CG14100	Dmir_LOC108152319	Dpse_LOC4812466	XP_034656542.1	Dvir_XP_002047541.3	Dwil_XP_002068232.1
OG0004675	CG8292	Dmir_LOC108162784	Dpse_LOC4817291	XP_034670318.1	Dvir_XP_002051942.1	Dwil_XP_002064864.1
OG0004676	CG13306	Dmir_LOC108153198	Dpse_LOC4812714	XP_034658903.1	Dvir_XP_002046775.1	Dwil_XP_002062303.1
OG0004677	CG11586	Dmir_LOC108152918	Dpse_LOC4812671	XP_034658316.1	Dvir_XP_002046337.1	Dwil_XP_002074374.1
OG0004678	CG14921	Dmir_LOC108161636	Dpse_LOC4817288	XP_034666731.1	Dvir_XP_002051127.1	Dwil_XP_002065031.1
OG0004679	CG2246	Dmir_LOC108155698	Dpse_LOC6896706	XP_034661049.1	Dvir_XP_032295420.1	Dwil_XP_023035966.1
OG0004680	APP-BP1	Dmir_LOC108153353	Dpse_LOC4813146	XP_034658083.1	Dvir_XP_002047369.2	Dwil_XP_023033773.1
OG0004681	sprt	Dmir_LOC108160408	Dpse_LOC6898752	XP_034650476.1	Dvir_XP_002050141.2	Dwil_XP_002063398.2
OG0004682	capt	Dmir_LOC108162830	Dpse_LOC6903177	XP_034667023.1	Dvir_XP_002052931.1	Dwil_XP_023032310.1
OG0004683	hay	Dmir_LOC108151422	Dpse_LOC4813754	XP_034658994.1	Dvir_XP_002047852.1	Dwil_XP_002069058.1
OG0004684	CG10960	Dmir_LOC108151616	Dpse_LOC6900831	XP_034656170.1	Dvir_XP_002048459.1	Dwil_XP_002062105.2
OG0004685	LTV1	Dmir_LOC108159481	Dpse_LOC4805307	XP_034652458.1	Dvir_XP_002050054.1	Dwil_XP_002074831.1
OG0004686	CG5131	Dmir_LOC108162318	Dpse_LOC4817679	XP_034668122.1	Dvir_XP_002052699.1	Dwil_XP_002066316.1
OG0004687	awd	Dmir_LOC108154643	Dpse_LOC6897407	XP_034665724.1	Dvir_XP_002053869.3	Dwil_XP_002070547.3
OG0004688	Pgk	Dmir_LOC108161725	Dpse_LOC4816379	XP_034670074.1	Dvir_XP_002052114.1	Dwil_XP_002066594.1
OG0004689	Mkp3	Dmir_LOC108150925	Dpse_LOC4812295	XP_034655142.1	Dvir_XP_032290511.1	Dwil_XP_023033098.1
OG0004690	Rs1	Dmir_LOC108160272	Dpse_LOC4803573	XP_034651412.1	Dvir_XP_002049617.1	Dwil_XP_002063697.1
OG0004691	Atg14	Dmir_LOC108155649	Dpse_LOC4801157	XP_034660400.1	Dvir_XP_002053754.1	Dwil_XP_023034159.1
OG0004692	CG17698	Dmir_LOC108156905	Dpse_LOC6897800	XP_034665688.1	Dvir_XP_002058777.2	Dwil_XP_023035959.1
OG0004693	CG31140	Dmir_LOC108156821	Dpse_LOC4801746	XP_034663689.1	Dvir_XP_032294892.1	Dwil_XP_023034270.1
OG0004694	DNApol-eta	Dmir_LOC108151641	Dpse_LOC4812902	XP_034657320.1	Dvir_XP_002048313.1	Dwil_XP_002068055.1
OG0004695	vls	Dmir_LOC108162748	Dpse_LOC4816378	XP_034667745.1	Dvir_XP_002057818.2	Dwil_XP_002069393.1
OG0004696	robo3	Dmir_LOC108164013	Dpse_LOC4817623	XP_034668092.1	Dvir_XP_002051709.2	Dwil_XP_023031561.1
OG0004697	htl	Dmir_LOC108156617	Dpse_LOC6897957	XP_034662373.1	Dvir_XP_002053583.2	Dwil_XP_002070039.3
OG0004698	Pldn	Dmir_LOC108152072	Dpse_LOC4812823	XP_034658355.1	Dvir_XP_002048607.1	Dwil_XP_002068109.2
OG0004699	puc	Dmir_LOC108156796	Dpse_LOC4801592	XP_034665459.1	Dvir_XP_002053945.1	Dwil_XP_023035949.1
OG0004700	danr	Dmir_LOC108154387	Dpse_LOC4811819	XP_034660756.1	Dvir_XP_002052948.1	Dwil_XP_023036226.1
OG0004701	CG43731	Dmir_LOC108163528	Dpse_LOC6902739	XP_034668317.1	Dvir_XP_015025372.1	Dwil_XP_015033607.1
OG0004702	TfIIEalpha	Dmir_LOC108152070	Dpse_LOC4812780	XP_034658346.1	Dvir_XP_002048605.1	Dwil_XP_002068111.1
OG0004703	CG6347	Dmir_LOC108158340	Dpse_LOC6898806	XP_034652894.1	Dvir_XP_002049547.2	Dwil_XP_002068746.2
OG0004704	alpha-Man-IIa	Dmir_LOC108155782	Dpse_LOC4800594	XP_034662495.1	Dvir_XP_015027302.1	Dwil_XP_002070573.1
OG0004705	CG32066	Dmir_LOC108151425	Dpse_LOC4813151	XP_034658998.1	Dvir_XP_002047857.1	Dwil_XP_002069053.1
OG0004706	ago	Dmir_LOC108151341	Dpse_LOC4812667	XP_034658974.1	Dvir_XP_002046333.1	Dwil_XP_002074378.2
OG0004707	IKKepsilon	Dmir_LOC108163389	Dpse_LOC4816995	XP_034668298.1	Dvir_XP_002052201.1	Dwil_XP_002064729.1
OG0004708	CCHa1	Dmir_LOC108157616	Dpse_LOC6897286	XP_034665870.1	Dvir_XP_002054762.1	Dwil_XP_002070665.2
OG0004709	CG9288	Dmir_LOC108156195	Dpse_LOC4801873	XP_034664340.1	Dvir_XP_002058530.1	Dwil_XP_002073598.1
OG0004710	CG9394	Dmir_LOC108159594	Dpse_LOC4805530	XP_034653179.1	Dvir_XP_002049818.1	Dwil_XP_002061579.1
OG0004711	CG11703	Dmir_LOC108157747	Dpse_LOC4803243	XP_034664284.1	Dvir_XP_002054608.1	Dwil_XP_002072815.1
OG0004712	CG2310	Dmir_LOC108157183	Dpse_LOC4800479	XP_034663259.1	Dvir_XP_002055831.1	Dwil_XP_002070153.1
OG0004713	Aos1	Dmir_LOC108155626	Dpse_LOC4800835	XP_034665233.1	Dvir_XP_002054822.2	Dwil_XP_002074001.1
OG0004714	CG6254	Dmir_LOC108156414	Dpse_LOC6897015	XP_034664202.1	Dvir_XP_002056272.1	Dwil_XP_023035915.1
OG0004715	CG33003	Dmir_LOC108163070	Dpse_LOC4817581	XP_034666984.1	Dvir_XP_032294288.1	Dwil_XP_002066822.1
OG0004716	Tengl2	Dmir_LOC108162938	Dpse_LOC4817395	XP_034666379.1	Dvir_XP_002052325.1	Dwil_XP_002064837.1
OG0004717	CG7991	Dmir_LOC108153210	Dpse_LOC4813165	XP_034656561.1	Dvir_XP_032290887.1	Dwil_XP_023035550.1
OG0004718	Ddc	Dmir_LOC108163291	Dpse_LOC4811696	XP_034669207.1	Dvir_XP_002057637.2	Dwil_XP_002067042.1
OG0004719	E_spl_m4-BFM	Dmir_LOC108154255	Dpse_LOC4802211	XP_034660828.1	Dvir_XP_002053478.1	Dwil_XP_002074087.1
OG0004720	AP-1mu	Dmir_LOC108155460	Dpse_LOC4802699	XP_034660720.1	Dvir_XP_002056361.1	Dwil_XP_002070012.1
OG0004721	Shawl	Dmir_LOC108163577	Dpse_LOC6903368	XP_034666252.1	Dvir_XP_032293864.1	Dwil_XP_023032304.1
OG0004722	CG10467	Dmir_LOC108151940	Dpse_LOC4813658	XP_034657613.1	Dvir_XP_002046129.1	Dwil_XP_002061929.1
OG0004723	CG14423	Dmir_LOC108152142	Dpse_LOC4815060	XP_034650011.1	Dvir_XP_002058925.1	Dwil_XP_002070958.2
OG0004724	CG16782	Dmir_LOC108164760	Dpse_LOC4815646	XP_034664413.1	Dvir_XP_002055477.1	Dwil_XP_002071756.1
OG0004725	Ttc26	Dmir_LOC108154430	Dpse_LOC4803319	XP_034664450.1	Dvir_XP_002056297.2	Dwil_XP_002069735.1
